"","word","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"23193","editareis",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"23194","editaren",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"23195","editad",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"23196","editar",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"23197","editando",2.2,2.6,2.4,0.4472,0.5477,0.8944,"verbo"
"23198","persigo",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23199","persigues",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23200","persigue",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23201","perseguimos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23202","perseguís",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23203","persiguen",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23204","perseguido",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23205","perseguía",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23206","perseguías",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23207","perseguíamos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23208","perseguíais",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23209","perseguían",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23210","perseguí",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23211","perseguiste",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23212","persiguió",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23213","perseguisteis",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23214","persiguieron",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23215","perseguiré",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23216","perseguirás",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23217","perseguirá",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23218","perseguiremos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23219","perseguiréis",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23220","perseguirán",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23221","perseguiría",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23222","perseguirías",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23223","perseguiríamos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23224","perseguiríais",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23225","perseguirían",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23226","persiga",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23227","persigas",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23228","persigamos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23229","persigáis",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23230","persigan",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23231","persiguiera",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23232","persiguieras",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23233","persiguiéramos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23234","persiguierais",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23235","persiguieran",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23236","persiguiese",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23237","persiguieses",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23238","persiguiésemos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23239","persiguieseis",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23240","persiguiesen",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23241","persiguiere",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23242","persiguieres",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23243","persiguiéremos",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23244","persiguiereis",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23245","persiguieren",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23246","perseguid",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23247","perseguir",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23248","persiguiendo",1.6,3,2.4,0.5477,0,0.5477,"verbo"
"23249","entero",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23250","enteras",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23251","entera",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23252","enteramos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23253","enteráis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23254","enteran",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23255","enterado",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23256","enteraba",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23257","enterabas",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23258","enterábamos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23259","enterabais",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23260","enteraban",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23261","enteré",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23262","enteraste",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23263","enteró",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23264","enterasteis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23265","enteraron",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23266","enteraré",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23267","enterarás",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23268","enterará",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23269","enteraremos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23270","enteraréis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23271","enterarán",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23272","enteraría",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23273","enterarías",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23274","enteraríamos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23275","enteraríais",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23276","enterarían",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23277","entere",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23278","enteres",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23279","enteremos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23280","enteréis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23281","enteren",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23282","enterara",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23283","enteraras",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23284","enteráramos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23285","enterarais",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23286","enteraran",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23287","enterase",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23288","enterases",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23289","enterásemos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23290","enteraseis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23291","enterasen",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23292","enterare",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23293","enterares",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23294","enteráremos",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23295","enterareis",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23296","enteraren",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23297","enterad",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23298","enterar",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23299","enterando",2.2,2.4,1.6,0.4472,0.8944,0.8944,"verbo"
"23300","afierro",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23301","afierras",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23302","afierra",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23303","aferramos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23304","aferráis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23305","afierran",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23306","aferrado",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23307","aferraba",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23308","aferrabas",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23309","aferrábamos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23310","aferrabais",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23311","aferraban",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23312","aferré",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23313","aferraste",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23314","aferró",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23315","aferrasteis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23316","aferraron",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23317","aferraré",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23318","aferrarás",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23319","aferrará",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23320","aferraremos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23321","aferraréis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23322","aferrarán",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23323","aferraría",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23324","aferrarías",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23325","aferraríamos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23326","aferraríais",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23327","aferrarían",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23328","afierre",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23329","afierres",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23330","aferremos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23331","aferréis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23332","afierren",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23333","aferrara",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23334","aferraras",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23335","aferráramos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23336","aferrarais",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23337","aferraran",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23338","aferrase",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23339","aferrases",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23340","aferrásemos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23341","aferraseis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23342","aferrasen",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23343","aferrare",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23344","aferrares",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23345","aferráremos",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23346","aferrareis",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23347","aferraren",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23348","aferrad",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23349","aferrar",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23350","aferrando",2.4,2.6,2.4,0.5477,0.8944,0.8944,"verbo"
"23351","revelo",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23352","revelas",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23353","revela",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23354","revelamos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23355","reveláis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23356","revelan",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23357","revelado",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23358","revelaba",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23359","revelabas",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23360","revelábamos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23361","revelabais",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23362","revelaban",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23363","revelé",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23364","revelaste",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23365","reveló",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23366","revelasteis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23367","revelaron",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23368","revelaré",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23369","revelarás",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23370","revelará",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23371","revelaremos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23372","revelaréis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23373","revelarán",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23374","revelaría",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23375","revelarías",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23376","revelaríamos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23377","revelaríais",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23378","revelarían",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23379","revele",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23380","reveles",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23381","revelemos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23382","reveléis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23383","revelen",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23384","revelara",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23385","revelaras",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23386","reveláramos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23387","revelarais",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23388","revelaran",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23389","revelase",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23390","revelases",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23391","revelásemos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23392","revelaseis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23393","revelasen",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23394","revelare",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23395","revelares",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23396","reveláremos",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23397","revelareis",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23398","revelaren",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23399","revelad",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23400","revelar",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23401","revelando",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165,"verbo"
"23402","hundo",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23403","hundes",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23404","hunde",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23405","hundimos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23406","hundís",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23407","hunden",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23408","hundido",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23409","hundía",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23410","hundías",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23411","hundíamos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23412","hundíais",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23413","hundían",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23414","hundí",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23415","hundiste",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23416","hundió",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23417","hundisteis",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23418","hundieron",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23419","hundiré",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23420","hundirás",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23421","hundirá",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23422","hundiremos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23423","hundiréis",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23424","hundirán",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23425","hundiría",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23426","hundirías",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23427","hundiríamos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23428","hundiríais",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23429","hundirían",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23430","hunda",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23431","hundas",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23432","hundamos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23433","hundáis",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23434","hundan",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23435","hundiera",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23436","hundieras",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23437","hundiéramos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23438","hundierais",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23439","hundieran",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23440","hundiese",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23441","hundieses",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23442","hundiésemos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23443","hundieseis",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23444","hundiesen",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23445","hundiere",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23446","hundieres",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23447","hundiéremos",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23448","hundiereis",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23449","hundieren",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23450","hundid",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23451","hundir",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23452","hundiendo",1.3333,2.5,3,0.5164,0.5477,0,"verbo"
"23453","tiemblo",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23454","tiemblas",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23455","tiembla",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23456","temblamos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23457","tembláis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23458","tiemblan",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23459","temblado",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23460","temblaba",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23461","temblabas",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23462","temblábamos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23463","temblabais",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23464","temblaban",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23465","temblé",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23466","temblaste",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23467","tembló",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23468","temblasteis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23469","temblaron",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23470","temblaré",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23471","temblarás",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23472","temblará",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23473","temblaremos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23474","temblaréis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23475","temblarán",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23476","temblaría",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23477","temblarías",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23478","temblaríamos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23479","temblaríais",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23480","temblarían",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23481","tiemble",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23482","tiembles",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23483","temblemos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23484","tembléis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23485","tiemblen",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23486","temblara",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23487","temblaras",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23488","tembláramos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23489","temblarais",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23490","temblaran",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23491","temblase",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23492","temblases",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23493","temblásemos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23494","temblaseis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23495","temblasen",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23496","temblare",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23497","temblares",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23498","tembláremos",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23499","temblareis",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23500","temblaren",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23501","temblad",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23502","temblar",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23503","temblando",1.5,2.5,2.8333,0.5477,0.8367,0.4082,"verbo"
"23504","salo",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23505","salas",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23506","sala",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23507","salamos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23508","saláis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23509","salan",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23510","salado",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23511","salaba",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23512","salabas",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23513","salábamos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23514","salabais",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23515","salaban",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23516","salé",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23517","salaste",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23518","saló",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23519","salasteis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23520","salaron",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23521","salaré",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23522","salarás",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23523","salará",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23524","salaremos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23525","salaréis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23526","salarán",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23527","salaría",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23528","salarías",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23529","salaríamos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
